"","country","SFTGcode","COW","risk_in_2018","risk_2018_19","anymk.ongoing","anymk.ever","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage.ln","popsize.ln.combined","imr.sqrt","gdppcgrowth.combined","ios.iccpr1","includesnonstate","durable.ln","minorityrule","elf.ethnic","battledeaths.ln","candidaterestriction","partyban","judicialreform","religiousfreedom","pol_killing_approved","freemove_men4","freemove_women4","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","tradeshare.ln.combined","coup.try.5yr","polity2.fl.2","polity2.fl.3"
"98","Bolivia","BOL",145,0.004741,0.005405,0,0,0,0,0,0,0,5.26269018890489,16.229292328071,5.53172667437573,0.0275336026839827,1,1,3.58351893845611,0,0.74,0,1,4,1,4,0,1,1,0.786002045917363,0,0,0,1,-2.34423635115032,0,0,1
"99","Guinea-Bissau","GNB",404,0.004794,0.005381,0,0,1,0,0,0,0,3.78418963391826,14.5467812489804,7.76530746332687,0.0413209127488356,1,1,1.38629436111989,1,0.81,0,1,4,1,4,0,1,1,0.702674428864396,0,0,0,1,-2.30253047143153,0,0,1
"100","Swaziland","SWA",572,0.004954,0.004874,0,0,1,0,0,0,0,3.91202300542815,14.2783823188869,6.67083203206317,0.00998056879974815,0,1,3.80666248977032,0,0.06,0,1,1,1,2,0,0,0,0.331378013872732,0,0,0,1,-1.71290086138356,0,0,0
"101","Benin","BEN",434,0.003955,0.004686,0,0,1,0,0,0,0,4.06044301054642,16.2402246261555,8.01249024960405,0.0386432194359614,1,1,3.29583686600433,0,0.79,0,1,4,1,4,0,1,1,0.958367012758226,0,1,0,0,-1.98360525407133,0,0,1
"102","Armenia","ARM",371,0.005065,0.004589,0,0,0,0,1,0,0,3.29583686600433,14.9585211692948,3.54964786985977,0.0539665033393643,1,1,2.99573227355399,1,0.13,0,1,4,1,3,0,1,1,0.872839779782422,0,0,0,0,-1.86768253655057,0,1,0
"103","Georgia","GRG",372,0.003595,0.004159,0,1,0,0,1,0,0,3.29583686600433,15.1803209668397,3.25576411921994,0.033859401970453,1,1,3.29583686600433,0,0.49,0,1,4,1,3,0,1,1,0.911023437644125,0,0,0,0,-1.6091849525074,0,0,1
"104","Serbia","SRB",345,0.003697,0.004051,0,0,0,0,1,0,0,2.484906649788,15.7877986035336,2.42899156029822,0.00891521168494826,1,1,2.484906649788,0,0.57,0,1,4,1,4,0,1,1,0.781611364302147,0,0,0,1,-1.59847388959976,0,0,1
"105","Namibia","NAM",565,0.003408,0.003809,0,0,1,0,0,0,0,3.3322045101752,14.824747217976,5.72712842531054,-0.0121825579277222,1,1,3.3322045101752,0,0.63,0,1,4,1,4,0,1,1,0.776300152766642,0,0,0,0,-1.9208515451457,0,0,1
"106","Singapore","SIN",830,0.00339,0.003637,0,0,0,1,0,0,0,3.97029191355212,15.571847509473,1.44913767461894,0.0229212350182328,0,1,3.97029191355212,0,0.39,0,1,4,1,3,0,1,1,0.46057433008585,0,1,0,1,-0.481385050825314,0,1,0
"107","Fiji","FJI",950,0.003862,0.003625,0,0,0,1,0,0,0,3.87120101090789,13.9390498119198,4.37035467668243,0.0243725981671715,0,1,1.38629436111989,1,0.55,0,1,4,1,4,0,1,1,0.564142933880258,0,1,0,1,-2.00265188522652,0,1,0
"108","Israel","ISR",666,0.002177,0.003456,0,0,0,0,0,1,0,4.24849524204936,15.9970951739998,1.78885438199983,0.0206258713547787,0,1,3.61091791264422,0,0.34,0,1,4,1,3,0,1,1,0.847713507079388,0,1,0,0,-2.31181745958093,0,0,1
"109","Botswana","BOT",571,0.002861,0.003407,0,0,1,0,0,0,0,3.95124371858143,14.733317718539,5.89915248150105,0.0128485472035547,0,1,3.95124371858143,0,0.41,0,0,4,1,3,0,1,1,0.926796377114593,0,0,0,0,-1.76739304240231,0,0,1
"110","Romania","RUM",360,0.003194,0.00338,0,1,0,0,1,0,0,4.94875989037817,16.7923530169761,3.11448230047949,0.0495440115955666,1,1,3.09104245335832,0,0.31,0,1,4,1,4,0,1,1,0.831254620261759,0,1,0,0,-1.91018285807768,0,0,1
"111","Germany","GER",255,0.003201,0.003367,0,0,0,0,1,0,0,3.3322045101752,18.2234878237277,1.7606816861659,0.0117577932009186,1,1,3.3322045101752,0,0.17,0,1,4,1,4,0,1,1,0.969607916037378,0,1,0,0,-1.88670192734148,0,0,1
"112","South Korea","ROK",732,0.003129,0.003356,0,1,0,1,0,0,0,4.24849524204936,17.7509895814101,1.70293863659264,0.0184759594218881,1,1,3.40119738166216,0,0,0,1,4,1,4,0,1,1,0.950228339983308,0,1,0,0,-1.9649579001883,0,0,1
"113","Poland","POL",290,0.003171,0.003183,0,1,0,0,1,0,0,4.60517018598809,17.4486443648913,2.12132034355964,0.0303744569122603,1,1,3.29583686600433,0,0.12,0,1,4,0,4,0,1,1,0.848273815907717,0,1,0,0,-1.70667793722288,0,0,1
"114","Japan","JPN",740,0.002822,0.003051,0,0,0,1,0,0,0,7.21376830811864,18.6498316456812,1.4142135623731,0.00767668460732889,0,1,4.18965474202643,0,0.01,0,1,4,1,4,0,1,1,0.923357159423789,0,1,0,0,-2.98229848822105,0,0,1
"115","Panama","PAN",95,0.003145,0.003043,0,0,0,0,0,0,0,4.74493212836325,15.2724156192849,3.82099463490856,0.036822203905582,1,1,3.36729582998647,0,0.55,0,1,4,1,4,0,1,1,0.82861043635726,0,0,0,0,-1.88195115902152,0,0,1
"116","Spain","SPN",230,0.002898,0.003038,0,0,0,0,1,0,0,6.26530121273771,17.6515468263347,1.87082869338697,0.0183875868500729,1,1,3.68887945411394,0,0.42,0,1,4,2,4,0,1,1,0.882563921400207,0,1,0,0,-2.189377802759,0,0,1
"117","Australia","AUL",900,0.002965,0.002952,0,0,0,1,0,0,0,4.76217393479776,17.0177701880358,1.73205080756888,0.00963623541179241,1,1,4.76217393479776,0,0.09,0,1,4,1,4,0,1,1,0.847052619619609,0,0,0,0,-2.66871767124673,0,0,1
"118","Moldova","MLD",359,0.003099,0.002908,0,0,0,0,1,0,0,3.29583686600433,15.137080775461,3.68781778291716,0.0299714437179511,1,1,3.29583686600433,0,0.55,0,1,4,0,4,0,1,1,0.835797939441733,0,0,0,0,-1.60327503850879,0,0,1
"119","Chile","CHL",155,0.00278,0.002762,0,1,0,0,0,0,0,5.29831736654804,16.7119335472289,2.64575131106459,0.0058956503530649,1,1,3.36729582998647,0,0.19,0,1,4,1,4,0,1,1,0.971162350251828,0,1,0,1,-2.36349102506461,0,0,1
"120","Timor-Leste","ETM",860,0.002492,0.002716,0,0,0,1,0,0,0,2.77258872223978,14.2331650241036,6.68580586017871,-0.0700079672615486,0,1,2.77258872223978,0,0.9,0,1,4,1,4,0,1,1,0.816989491421489,0,1,0,0,-2.73780178940168,0,0,1
"121","United Kingdom","UKG",200,0.002454,0.0027,0,0,0,0,1,0,0,6.1779441140506,17.9990435277223,1.87082869338697,0.00827312061678236,0,1,4.92725368515721,0,0.12,0,1,4,1,4,0,1,1,0.959341520486396,0,1,0,0,-2.24059186958675,0,0,1
"122","Paraguay","PAR",150,0.003075,0.002676,0,0,0,0,0,0,0,5.33271879326537,15.7583073648272,4.18330013267038,0.000153998059880452,1,1,3.25809653802148,1,0.17,0,1,4,1,4,0,1,1,0.808435648423386,1,0,0,1,-1.9156902240497,0,0,1
"123","Lesotho","LES",570,0.002761,0.002583,0,0,1,0,0,0,0,3.95124371858143,14.7099871127686,8.31865373723417,0.038696661151332,1,1,2.77258872223978,0,0.26,0,1,4,1,4,0,1,1,0.759699091274488,0,1,0,0,-1.49376483977957,1,0,1
"124","Croatia","CRO",344,0.002726,0.002563,0,0,0,0,1,0,0,3.29583686600433,15.2786491386873,1.89736659610103,0.016200541575168,1,1,2.89037175789616,0,0.37,0,1,4,1,4,0,1,1,0.667074269173451,0,0,0,1,-1.73236548345323,0,0,1
"125","France","FRN",220,0.002661,0.002517,0,0,0,0,1,0,0,7.06902342657826,18.0154547594595,1.87082869338697,0.00853106106865072,1,1,3.89182029811063,0,0.1,0,1,4,2,4,0,1,1,0.981962409984676,0,1,0,0,-2.23367827435094,0,0,1
"126","Bulgaria","BUL",355,0.002525,0.002487,0,1,0,0,1,0,0,4.9416424226093,15.7951715369316,3.04959013639538,0.0224661328958933,1,1,3.3322045101752,0,0.4,0,1,4,1,4,0,1,1,0.93931496238164,0,1,0,0,-1.44575749353718,0,0,1
"127","Italy","ITA",325,0.002557,0.002423,0,0,0,0,1,0,0,5.05624580534831,17.9128679176681,1.70293863659264,0.00599471289374072,1,1,4.24849524204936,0,0.11,0,1,4,1,4,0,1,1,0.947638989875047,0,1,0,0,-2.29239730801894,0,0,1
"128","Jamaica","JAM",51,0.002537,0.002328,0,0,0,0,0,0,0,4.02535169073515,14.945765715987,3.67423461417477,-0.00217002863405344,1,1,4.07753744390572,0,0.41,0,1,4,1,4,0,1,1,0.943042815141768,0,0,0,0,-2.01544170128291,0,0,1
"129","Guyana","GUY",110,0.00263,0.00231,0,0,0,0,0,0,0,3.95124371858143,13.8206251105495,5.65685424949238,0.0173713856835538,1,1,3.25809653802148,0,0.62,0,0,4,1,4,0,1,1,0.909114607433764,0,0,0,1,-1.72727139161336,0,0,1
"130","Comoros","COM",581,0.002472,0.002152,0,0,1,0,0,0,0,3.76120011569356,13.8555195942831,7.42293742395825,0.0139747386344569,0,1,2.484906649788,0,0,0,1,4,0,2,0,1,1,0.529610307282102,0,0,0,0,-2.2502762941071,0,0,1
"131","Oman","OMA",698,0.002058,0.002152,0,0,0,0,0,1,0,5.90808293816893,15.3893114524379,3.14642654451045,0,0,1,4.11087386417331,1,0.44,0,1,0,1,2,0,1,0,0.243778165640346,0,1,0,1,-2.01892683999789,0,0,0
"132","Hungary","HUN",310,0.002311,0.002129,0,1,0,0,1,0,0,5.12989871492307,16.109899830101,2.30217288664427,0.0258819696001107,1,1,3.3322045101752,0,0.15,0,1,4,1,4,0,1,1,0.87168208540776,0,1,0,0,-1.15265902776104,0,0,1
"133","El Salvador","SAL",92,0.002316,0.002094,0,1,0,0,0,0,0,5.17614973257383,15.6948428159289,3.79473319220206,0.0125558103276706,1,1,3.52636052461616,1,0.2,0,1,4,1,4,0,1,1,0.868500728202488,0,1,0,0,-2.08014965197273,0,0,1
"134","Belgium","BEL",211,0.002077,0.001928,0,0,0,0,1,0,0,5.23644196282995,16.2572844512457,1.81659021245849,0.00781414135224672,1,1,4.30406509320417,0,0.56,0,1,4,1,4,0,1,1,0.947347105582435,0,1,0,0,-1.17121086579638,0,0,1
"135","Belarus","BLR",370,0.002078,0.001927,0,0,0,0,1,0,0,3.29583686600433,16.0822463590715,1.84390889145858,0.0133501173981395,1,1,3.09104245335832,0,0.32,0,1,4,1,3,0,1,1,0.731886513933722,0,1,0,0,-1.42607446949132,0,0,0
"136","Czech Republic","CZR",316,0.002083,0.001862,0,0,0,0,1,0,0,3.2188758248682,16.1876657435436,1.67332005306815,0.0282844234483952,1,1,3.2188758248682,0,0.32,0,1,4,1,3,0,1,1,0.964245076682161,0,1,0,0,-1.28953955340946,0,0,1
"137","Switzerland","SWZ",225,0.001734,0.001757,0,0,0,0,1,0,0,6.58892647753352,15.9691797584213,1.84390889145858,0.00267140402403775,0,1,5.13579843705026,0,0.53,0,1,4,1,4,0,1,1,0.974859664937436,0,1,0,0,-1.55059340925872,0,0,1
"138","Solomon Islands","SOL",940,0.002095,0.001716,0,0,0,1,0,0,0,3.68887945411394,13.6414863544469,4.85798312059645,0.0198808595975731,0,1,2.63905732961526,0,0.11,0,1,4,1,3,0,1,0,0.80707261931257,0,0,0,0,-0.415967830307314,0,0,1
"139","Albania","ALB",339,0.002014,0.001708,0,1,0,0,1,0,0,4.66343909411207,14.9403664109187,3.53553390593274,0.0247034386600015,1,1,3.04452243772342,0,0.22,0,1,4,1,4,0,1,1,0.899039605113799,0,1,0,0,-2.00144483296606,0,0,1
"140","Mongolia","MON",712,0.001866,0.001534,0,0,0,1,0,0,0,4.67282883446191,15.0033360795137,4.35889894354067,0.0410461606022912,1,1,3.25809653802148,0,0.37,0,1,4,2,4,0,1,1,0.959349733507794,0,1,0,1,-1.57168111600834,0,0,1
"141","Netherlands","NTH",210,0.001851,0.001477,0,0,0,0,1,0,0,6.10924758276437,16.6602221139713,1.78885438199983,0.0192713462793486,1,1,4.29045944114839,0,0.11,0,1,4,1,4,0,1,1,0.956331108401223,0,1,0,0,-1.22409916175371,0,0,1
"142","Slovakia","SLO",317,0.00181,0.001475,0,0,0,0,1,0,0,3.2188758248682,15.5419396279481,2.40831891575846,0.0211745864974011,1,1,3.2188758248682,0,0.25,0,1,4,1,3,0,1,1,0.953120584417892,0,1,0,0,-1.05285717537165,0,0,1
"143","Greece","GRC",350,0.001819,0.001443,0,0,0,0,1,0,0,5.2257466737132,16.2031607367099,1.89736659610103,0.00478725767166426,1,1,3.76120011569356,0,0.16,0,1,4,1,3,0,1,1,0.968023112544248,0,1,0,0,-2.15719035642444,0,0,1
"144","Latvia","LAT",367,0.001674,0.00139,0,0,0,0,1,0,0,3.29583686600433,14.5839421996924,2.62678510731274,0.0303660648629321,1,1,3.29583686600433,0,0.59,0,1,4,1,4,0,1,1,0.963538265950474,0,1,0,0,-1.52074124993112,0,0,1
"145","Macedonia","MAC",343,0.00167,0.001341,0,0,0,0,1,0,0,3.29583686600433,14.6472788734763,2.19089023002066,-0.00585954747894662,1,1,2.77258872223978,0,0.5,0,1,4,1,3,0,1,1,0.736424256978128,0,1,0,1,-1.5059594681841,0,0,1
"146","Trinidad and Tobago","TRI",52,0.001642,0.001337,0,0,0,0,0,0,0,4.02535169073515,14.2795476086651,4.26614580154031,-0.0247054091645085,1,1,4.02535169073515,0,0.65,0,1,4,1,4,0,1,1,0.90609622513357,0,1,0,1,-0.0214098294840164,0,0,1
"147","Austria","AUS",305,0.001601,0.001255,0,0,0,0,1,0,0,4.60517018598809,16.0078542875257,1.70293863659264,0.0182560384405698,1,1,4.27666611901606,0,0.11,0,1,4,1,3,0,1,1,0.955124308732107,0,1,0,0,-1.68686997821529,0,0,1
"148","Montenegro","MNE",341,0.001476,0.001252,0,0,0,0,1,0,0,2.484906649788,13.6545119977309,2.07364413533277,0.0283718063705007,1,1,2.484906649788,0,0.7,0,1,4,2,4,0,1,1,0.736751735460859,0,1,0,1,-1.67170562409257,0,0,1
"149","New Zealand","NEW",920,0.00152,0.001251,0,0,0,1,0,0,0,4.70953020131233,15.4211441193444,2.16794833886788,0.0182031242459559,1,1,4.94875989037817,0,0.4,0,1,4,1,4,0,1,1,0.967256876270109,0,1,0,0,-2.45111870212804,0,0,1
"150","Portugal","POR",235,0.00166,0.001191,0,0,0,0,1,0,0,6.77422388635761,16.1597981479472,1.73205080756888,0.015413059273422,1,1,3.73766961828337,0,0.05,0,1,4,1,4,0,1,1,0.967641153269273,0,1,0,0,-1.90789238204934,0,0,1
"151","Cyprus","CYP",352,0.001609,0.00119,0,0,0,0,1,0,0,4.06044301054642,14.1539831839773,1.58113883008419,0.0250105042420875,1,1,3.78418963391826,0,0.09,0,1,4,1,4,0,1,1,0.927797442076494,0,0,0,0,-1.4417931425928,0,0,1
"152","Lithuania","LIT",368,0.001526,0.001188,0,0,0,0,1,0,0,3.29583686600433,14.9255553019838,1.81659021245849,0.0246040399831938,1,1,3.29583686600433,0,0.32,0,1,4,1,4,0,1,1,0.771231463091834,0,1,0,0,-1.22839482798573,0,0,1
"153","Mauritius","MAS",590,0.001418,0.001188,0,0,1,0,0,0,0,3.91202300542815,14.21228121739,3.43511280746353,0.0243725974596766,1,1,3.91202300542815,0,0.46,0,0,4,1,4,0,1,1,0.955336012570915,0,1,0,1,-1.76736293587655,0,0,1
"154","Costa Rica","COS",94,0.001539,0.001173,0,0,0,0,0,0,0,5.28320372873799,15.4431350597784,2.91547594742265,0.0195080289889837,1,1,4.59511985013459,0,0.24,0,1,4,1,4,0,1,1,0.944574764441646,0,1,0,0,-2.15629216539874,0,0,1
"155","Uruguay","URU",165,0.001595,0.001162,0,0,0,0,0,0,0,5.26269018890489,15.1122176377057,2.94957624075052,0.0152279562130009,1,1,3.49650756146648,0,0.25,0,1,4,1,4,0,1,1,0.870635880741616,0,1,0,0,-2.7186034726698,0,0,1
"156","Sweden","SWD",380,0.001511,0.001119,0,0,0,0,1,0,0,6.20455776256869,16.1381068840606,1.54919333848297,0.0122800145819263,1,1,4.61512051684126,0,0.06,0,1,4,1,4,0,1,1,0.917590907555266,0,1,0,0,-1.89233692157616,0,0,1
"157","Estonia","EST",366,0.001433,0.001103,0,0,0,0,1,0,0,3.29583686600433,14.245585846541,1.51657508881031,0.0328039558682473,1,1,2.89037175789616,0,0.51,0,1,4,1,4,0,1,1,0.955528354081849,0,1,0,0,-1.29035416072403,0,0,1
"158","Finland","FIN",375,0.001408,0.001057,0,0,0,0,1,0,0,4.60517018598809,15.5544394900897,1.37840487520902,0.0150485554768187,1,1,4.30406509320417,0,0.13,0,1,4,1,4,0,1,1,0.953116121401778,0,1,0,0,-2.02026862754892,0,0,1
"159","Ireland","IRE",205,0.001355,0.001006,0,0,0,0,1,0,0,4.56434819146784,15.4250535312244,1.73205080756888,0.056385058171691,1,1,4.57471097850338,0,0.12,0,1,4,1,4,0,1,1,0.946348166298897,0,1,0,0,-0.951772169806093,0,0,1
"160","Norway","NOR",385,0.001354,0.0009822,0,0,0,0,1,0,0,4.72738781871234,15.5137749304038,1.4142135623731,0.00932566328924036,1,1,4.29045944114839,0,0.06,0,1,4,1,4,0,1,1,0.95225309064265,0,1,0,0,-2.14130565568838,0,0,1
"161","Slovenia","SLV",349,0.001325,0.0009629,0,0,0,0,1,0,0,3.29583686600433,14.6401813755521,1.44913767461894,0.0339770854378122,1,1,3.29583686600433,0,0.22,0,1,4,1,4,0,1,1,0.923475122551642,0,1,0,0,-1.26807931166994,0,0,1
"162","Denmark","DEN",390,0.001378,0.0009412,0,0,0,0,1,0,0,6.95939851213398,15.5983910324399,1.70293863659264,0.0118962780171988,1,1,4.29045944114839,0,0.08,0,1,4,1,4,0,1,1,0.971012388064616,0,1,0,0,-1.70073505813725,0,0,1
